"Title","Age","IMDb","Rotten.Tomatoes","Netflix","Hulu","Prime.Video","Disney."
"Maid Sama!","16+","8.0/10","64/100",1,1,0,0
"Mystery Science Theater 3000: The Return","16+","8.0/10","64/100",1,0,0,0
"Is It Wrong to Try to Pick Up Girls in a Dungeon?","16+","7.4/10","64/100",1,1,0,0
"Surviving R. Kelly","18+","7.5/10","64/100",1,0,0,0
"Saint Seiya","7+","8.5/10","64/100",1,0,1,0
"Flaked","18+","7.2/10","64/100",1,0,0,0
"Fate/Zero","18+","8.3/10","64/100",1,0,0,0
"Crazyhead","16+","7.3/10","64/100",1,0,0,0
"The Five","7+","7.6/10","64/100",1,0,0,0
"Signal","","8.6/10","64/100",1,0,0,0
"H2O: Just Add Water","all","7.2/10","64/100",1,1,0,0
"Requiem","18+","6.5/10","64/100",1,0,0,0
"The Valhalla Murders","18+","7.1/10","64/100",1,0,0,0
"Cardcaptor Sakura","7+","8.0/10","64/100",1,0,0,0
"Black Earth Rising","16+","7.5/10","64/100",1,0,0,0
"W/ Bob & David","18+","7.4/10","64/100",1,0,0,0
"The Trials of Gabriel Fernandez","18+","8.1/10","64/100",1,0,0,0
"She's Gotta Have It","18+","6.8/10","64/100",1,0,0,0
"Save Me","16+","7.7/10","64/100",1,0,0,0
"Giri/Haji","","7.9/10","64/100",1,0,0,0
"The Curse of Oak Island","7+","7.0/10","64/100",1,1,0,0
"Black","16+","8.0/10","63/100",1,0,0,0
"Losers","","7.7/10","63/100",1,0,0,0
"Ajin","18+","7.6/10","63/100",1,0,0,0
"Ink Master","16+","7.4/10","63/100",1,0,0,0
"The Innocents","","6.3/10","63/100",1,0,0,0
"Goosebumps","all","7.7/10","63/100",1,0,0,0
"Vampire Knight","16+","7.4/10","63/100",1,1,0,0
"Angel Beats!","16+","7.7/10","63/100",1,0,0,0
"Green Eggs and Ham","7+","8.2/10","63/100",1,0,0,0
"The Hollow","7+","7.2/10","63/100",1,0,0,0
"Dogs","all","8.1/10","63/100",1,0,0,0
"November 13: Attack on Paris","18+","8.3/10","63/100",1,0,0,0
"It's Bruno!","7+","7.5/10","63/100",1,0,0,0
"Wanted","16+","7.7/10","63/100",1,0,0,0
"Masum","16+","8.4/10","63/100",1,0,0,0
"Cable Girls","18+","7.6/10","63/100",1,0,0,0
"Lady Dynamite","16+","7.4/10","63/100",1,0,0,0
"Power Rangers","7+","6.5/10","63/100",1,0,1,0
"The Mire","18+","6.9/10","63/100",1,0,0,0
"Tabula Rasa","18+","8.0/10","63/100",1,0,0,0
"Ethos","","8.6/10","63/100",1,0,0,0
"Clannad","7+","7.9/10","63/100",1,1,0,0
"Ugly Delicious","18+","7.8/10","63/100",1,0,0,0
"Generation 56k","","7.4/10","63/100",1,0,0,0
"Fate/stay night [Unlimited Blade Works]","18+","8.0/10","63/100",1,1,0,0
"Man with a Plan","7+","7.0/10","63/100",1,0,0,0
"Rilakkuma and Kaoru","7+","8.3/10","63/100",1,0,0,0
"World War II In HD Colour","7+","8.7/10","63/100",1,0,0,0
"Boys Over Flowers","16+","7.9/10","63/100",1,1,0,0
"Meteor Garden","16+","8.1/10","63/100",1,0,0,0
"What's New, Scooby-Doo?","7+","7.3/10","63/100",1,0,0,0
"The Letdown","","7.5/10","63/100",1,0,0,0
"Sick Note","18+","6.8/10","63/100",1,0,0,0
"Big Time Rush","all","6.4/10","63/100",1,1,1,0
"Girlboss","18+","7.0/10","63/100",1,0,0,0
"Quicksand","18+","7.5/10","63/100",1,0,0,0
"Rotten","18+","7.2/10","63/100",1,0,0,0
"The Irregulars","18+","5.9/10","63/100",1,0,0,0
"The Mantis","","7.4/10","63/100",1,0,0,0
"College Romance","18+","8.8/10","63/100",1,0,0,0
"Elite Short Stories: Carla Samuel","18+","7.0/10","63/100",1,0,0,0
"Bard of Blood","18+","6.9/10","63/100",1,0,0,0
"Charmed","16+","4.6/10","62/100",1,0,0,0
"The New Legends of Monkey","7+","6.5/10","62/100",1,0,0,0
"Nevertheless","","7.6/10","62/100",1,0,0,0
"The Mind, Explained","16+","8.0/10","62/100",1,0,0,0
"Fast & Furious Spy Racers","7+","5.5/10","62/100",1,0,0,0
"Itaewon Class","","8.2/10","62/100",1,0,0,0
"Occupied","16+","7.7/10","62/100",1,0,0,0
"The Magic School Bus","all","7.8/10","62/100",1,0,0,0
"Toast of London","16+","8.2/10","62/100",1,0,0,0
"Patriot Act with Hasan Minhaj","18+","8.3/10","62/100",1,0,0,0
"Greatest Events of World War II in Colour","16+","8.7/10","62/100",1,0,0,0
"Offspring","16+","8.3/10","62/100",1,0,0,0
"Blown Away","7+","7.1/10","62/100",1,0,0,0
"60 Days In","16+","7.7/10","62/100",1,1,1,0
"Trese","18+","7.1/10","62/100",1,0,0,0
"Move to Heaven","","8.7/10","62/100",1,0,0,0
"Hot Girls Wanted: Turned On","18+","6.6/10","62/100",1,0,0,0
"The Heirs","16+","7.5/10","62/100",1,0,0,0
"The Curious Creations of Christine McConnell","7+","7.8/10","62/100",1,0,0,0
"Alexa & Katie","all","7.5/10","62/100",1,0,0,0
"Sailor Moon Crystal","16+","8.0/10","62/100",1,1,0,0
"Blood of Zeus","","7.5/10","62/100",1,0,0,0
"La Reina del Sur","18+","8.0/10","62/100",1,0,0,0
"Barbarians","","7.2/10","62/100",1,0,0,0
"Pine Gap","16+","7.2/10","62/100",1,0,0,0
"To the Lake","","7.3/10","62/100",1,0,0,0
"Suburra: Blood on Rome","18+","7.9/10","62/100",1,0,0,0
"Taco Chronicles","18+","7.9/10","62/100",1,0,0,0
"She","18+","6.5/10","62/100",1,0,0,0
"Between","16+","6.0/10","62/100",1,0,0,0
"Velvet","16+","8.1/10","62/100",1,0,0,0
"Bobby Kennedy for President","16+","8.2/10","62/100",1,0,0,0
"Durarara!!","16+","7.9/10","62/100",1,1,0,0
"Yu-Gi-Oh!","","7.9/10","62/100",1,1,1,0
"Hostages","16+","6.7/10","62/100",1,0,0,0
"Rhythm + Flow","18+","7.7/10","62/100",1,0,0,0
"Blue Exorcist","16+","7.4/10","62/100",1,1,0,0
"L.A.'s Finest","16+","6.0/10","62/100",1,0,0,0
"Vagabond","","8.3/10","62/100",1,0,0,0
"Thomas & Friends","all","6.6/10","62/100",1,0,1,0
"The Protector","18+","6.7/10","61/100",1,0,0,0
"Unsolved Mysteries","7+","8.2/10","61/100",1,1,1,0
"Too Hot to Handle","18+","4.6/10","61/100",1,0,0,0
"AJ and the Queen","","7.5/10","61/100",1,0,0,0
"Are You The One?","16+","6.5/10","61/100",1,1,0,0
"Little Things","18+","8.3/10","61/100",1,0,0,0
"Still Game","16+","8.8/10","61/100",1,0,0,0
"Transformers: Prime","7+","7.9/10","61/100",1,0,0,0
"Henry Danger","all","5.7/10","61/100",1,0,0,0
"Tidying Up with Marie Kondo","7+","6.6/10","61/100",1,0,0,0
"Nightflyers","18+","5.9/10","61/100",1,0,0,0
"Love 101","18+","7.5/10","61/100",1,0,0,0
"Car Masters: Rust to Riches","7+","8.8/10","61/100",1,0,0,0
"WHAT / IF","18+","6.3/10","61/100",1,0,0,0
"Total Drama Island","7+","7.2/10","61/100",1,0,0,0
"Roman Empire","16+","7.0/10","61/100",1,0,0,0
"Beyond Evil","","8.1/10","61/100",1,0,0,0
"Deadwind","18+","7.2/10","61/100",1,0,0,0
"People Just Do Nothing","18+","8.5/10","61/100",1,0,0,0
"B: The Beginning","18+","7.2/10","61/100",1,0,0,0
"Somebody Feed Phil","16+","8.2/10","61/100",1,0,0,0
"Girl from Nowhere","18+","7.7/10","61/100",1,0,0,0
"Cocaine Coast","18+","7.9/10","61/100",1,0,0,0
"The Liberator","7+","7.6/10","61/100",1,0,0,0
"The Irregular at Magic High School","16+","7.2/10","61/100",1,0,0,0
"Norm Macdonald Has a Show","","8.7/10","61/100",1,0,0,0
"Hap and Leonard","18+","7.7/10","61/100",1,0,0,0
"Dark Desire","18+","6.5/10","61/100",1,0,0,0
"Seis Manos","18+","7.2/10","61/100",1,0,0,0
"Control Z","18+","6.9/10","61/100",1,0,0,0
"Kengan Ashura","","8.0/10","61/100",1,0,0,0
"Black Money Love","","7.3/10","61/100",1,0,0,0
"Dave Chappelle","","8.7/10","61/100",1,0,0,0
"The House of Flowers","18+","7.6/10","61/100",1,0,0,0
"Fatma","","7.5/10","61/100",1,0,0,0
"America's Next Top Model","7+","5.5/10","61/100",1,1,1,0
"Tribes of Europa","18+","6.8/10","61/100",1,0,0,0
"Grand Army","","7.6/10","61/100",1,0,0,0
"Somos.","18+","7.2/10","61/100",1,0,0,0
"The Great Heist","18+","7.3/10","61/100",1,0,0,0
"The One","18+","6.6/10","61/100",1,0,0,0
"Carmen Sandiego","7+","7.9/10","61/100",1,0,0,0
"The Chef Show","18+","8.2/10","61/100",1,0,0,0
"Traitors","18+","6.6/10","61/100",1,0,0,0
"Wet Hot American Summer: Ten Years Later","16+","6.9/10","61/100",1,0,0,0
"The Neighbor","18+","6.6/10","60/100",1,0,0,0
"Salt Fat Acid Heat","","7.7/10","60/100",1,0,0,0
"Billy on the Street","16+","7.8/10","60/100",1,1,0,0
"October Faction","18+","6.2/10","60/100",1,0,0,0
"Start-Up","16+","8.1/10","60/100",1,0,0,0
"Night on Earth","7+","8.2/10","60/100",1,0,0,0
"DOTA: Dragon's Blood","18+","8.0/10","60/100",1,0,0,0
"The Break","18+","7.6/10","60/100",1,0,0,0
"The Letter for the King","7+","5.9/10","60/100",1,0,0,0
"Osmosis","16+","5.9/10","60/100",1,0,0,0
"Another Life","18+","5.0/10","60/100",1,0,0,0
"Ju-On: Origins","18+","6.1/10","60/100",1,0,0,0
"Diagnosis","18+","7.7/10","60/100",1,0,0,0
"Zone Blanche","","7.5/10","60/100",1,0,0,0
"The Eddy","18+","7.2/10","60/100",1,0,0,0
"Magi","16+","7.8/10","60/100",1,1,0,0
"Elite Short Stories: Guzmán Caye Rebe","18+","7.5/10","60/100",1,0,0,0
"Memories of the Alhambra","16+","7.8/10","60/100",1,0,0,0
"Pacific Rim: The Black","16+","7.1/10","60/100",1,0,0,0
"V Wars","18+","6.1/10","60/100",1,0,0,0
"The Windsors","18+","7.1/10","60/100",1,0,0,0
"The Sons of Sam: A Descent Into Darkness","18+","7.0/10","60/100",1,0,0,0
"Sunderland 'Til I Die","18+","8.1/10","60/100",1,0,0,0
"Rebellion","16+","7.2/10","60/100",1,0,0,0
"The Pharmacist","","7.7/10","60/100",1,0,0,0
"The A List","7+","5.5/10","60/100",1,0,0,0
"Tales of the City","16+","7.4/10","60/100",1,0,0,0
"Disjointed","18+","6.8/10","60/100",1,0,0,0
"Medical Police","","6.0/10","60/100",1,0,0,0
"Gentefied","16+","7.4/10","60/100",1,0,0,0
"Wanderlust","16+","7.1/10","60/100",1,0,0,0
"Murder Among the Mormons","16+","7.0/10","60/100",1,0,0,0
"Home for Christmas","18+","7.7/10","60/100",1,0,0,0
"Paradise PD","18+","6.9/10","60/100",1,0,0,0
"The Bachelorette","16+","3.4/10","60/100",1,1,0,0
"Cold Case Files","18+","8.1/10","60/100",1,1,1,0
"Little Witch Academia","7+","7.9/10","60/100",1,0,0,0
"El marginal","18+","8.2/10","60/100",1,0,0,0
"Teasing Master Takagi-san","7+","7.7/10","60/100",1,0,0,0
"Kakegurui","16+","7.2/10","60/100",1,0,0,0
"Attenborough's Life in Colour","7+","8.3/10","60/100",1,0,0,0
"Mortel","18+","6.6/10","60/100",1,0,0,0
"Kath & Kim","7+","8.3/10","60/100",1,0,0,0
"Charité","7+","7.9/10","59/100",1,0,0,0
"Hoarders","7+","6.4/10","59/100",1,1,0,0
"Unsolved: The Murders of Tupac and The Notorious B.I.G.","18+","7.9/10","59/100",1,0,0,0
"My Next Guest Needs No Introduction With David Letterman","18+","7.9/10","59/100",1,0,0,0
"The Repair Shop","","8.7/10","59/100",1,0,0,0
"Record of Ragnarok","18+","6.2/10","59/100",1,0,0,0
"White Lines","18+","6.6/10","59/100",1,0,0,0
"A Korean Odyssey","","8.1/10","59/100",1,0,0,0
"Snabba Cash","","7.6/10","59/100",1,0,0,0
"Luis Miguel: The Series","16+","8.0/10","59/100",1,0,0,0
"Black Space","","6.8/10","59/100",1,0,0,0
"Love, Chunibyo & Other Delusions","16+","7.4/10","59/100",1,0,0,0
"Kabaneri of the Iron Fortress","18+","7.2/10","59/100",1,0,0,0
"Sister, Sister","7+","6.3/10","59/100",1,1,0,0
"Greenhouse Academy","7+","6.9/10","59/100",1,0,0,0
"Mr. Iglesias","16+","7.1/10","59/100",1,0,0,0
"Paranoid","","6.7/10","59/100",1,0,0,0
"Hip Hop Evolution","16+","8.4/10","59/100",1,0,0,0
"The Game","16+","6.7/10","59/100",1,1,1,0
"Love on the Spectrum","all","8.5/10","59/100",1,0,0,0
"Greenleaf","18+","7.4/10","59/100",1,0,0,0
"Naomi Osaka","","6.2/10","59/100",1,0,0,0
"Oh My Ghost","","8.1/10","59/100",1,0,0,0
"The Final Table","all","7.7/10","59/100",1,0,0,0
"Life Sentence","16+","6.6/10","59/100",1,0,0,0
"Penguin Town","","8.0/10","59/100",1,0,0,0
"Dogs of Berlin","16+","7.6/10","59/100",1,0,0,0
"Yasuke","18+","6.2/10","59/100",1,0,0,0
"Alma Matters: Inside the IIT Dream","","8.5/10","59/100",1,0,0,0
"Playing with Fire","18+","5.9/10","59/100",1,1,0,0
"Hello, My Twenties!","16+","8.3/10","59/100",1,0,0,0
"Sam & Cat","7+","5.7/10","59/100",1,0,0,0
"Girls from Ipanema","16+","7.9/10","59/100",1,0,0,0
"Elite Short Stories: Omar Ander Alexis","18+","7.4/10","59/100",1,0,0,0
"MEGALOBOX","16+","7.8/10","59/100",1,1,0,0
"High on the Hog: How African American Cuisine Transformed America","","7.7/10","59/100",1,0,0,0
"So Not Worth It","","7.7/10","59/100",1,0,0,0
"K-ON!","16+","7.7/10","59/100",1,1,0,0
"The Family","16+","6.4/10","59/100",1,0,0,0
"Challenger: The Final Flight","","7.9/10","59/100",1,0,0,0
"Sexify","","6.5/10","58/100",1,0,0,0
"The Good Cop","16+","7.1/10","58/100",1,0,0,0
"The Uncanny Counter","","8.2/10","58/100",1,0,0,0
"Law School","","8.2/10","58/100",1,0,0,0
"This is a Robbery: The World's Biggest Art Heist","18+","6.4/10","58/100",1,0,0,0
"The English Game","","7.6/10","58/100",1,0,0,0
"Chambers","16+","6.5/10","58/100",1,0,0,0
"Selena: The Series","7+","6.8/10","58/100",1,0,0,0
"BAKI","18+","6.7/10","58/100",1,0,0,0
"Cells at Work!","16+","7.6/10","58/100",1,0,0,0
"Reckoning","18+","6.6/10","58/100",1,0,0,0
"The Mole","","7.5/10","58/100",1,0,0,0
"The Ripper","","7.1/10","58/100",1,0,0,0
"Queen Sono","18+","5.9/10","58/100",1,0,0,0
"WWII in HD","18+","8.7/10","58/100",1,0,0,0
"The Parisian Agency: Exclusive Properties","","6.9/10","58/100",1,0,0,0
"La cocinera de Castamar","","7.4/10","58/100",1,0,0,0
"I Am a Killer","18+","7.4/10","58/100",1,0,0,0
"W1A","","7.8/10","58/100",1,0,0,0
"One of Us","18+","7.0/10","58/100",1,0,0,0
"Cuckoo","16+","7.2/10","58/100",1,0,0,0
"March Comes in Like a Lion","7+","8.4/10","58/100",1,0,0,0
"Börü","18+","8.2/10","58/100",1,0,0,0
"The Mess You Leave Behind","","6.8/10","58/100",1,0,0,0
"Elize Matsunaga: Once Upon a Crime","18+","5.8/10","58/100",1,0,0,0
"Invisible City","all","7.4/10","58/100",1,0,0,0
"High Seas","16+","6.8/10","58/100",1,0,0,0
"Man Down","18+","7.6/10","58/100",1,0,0,0
"Hitler's Circle of Evil","","8.0/10","58/100",1,0,0,0
"Degrassi: Next Class","7+","6.9/10","58/100",1,0,0,0
"The Forest","","7.2/10","58/100",1,0,0,0
"The Woods","18+","6.5/10","58/100",1,0,0,0
"This Is Pop","","6.9/10","58/100",1,0,0,0
"Godzilla Singular Point","16+","6.6/10","58/100",1,0,0,0
"My Babysitter's a Vampire","7+","7.1/10","58/100",1,0,0,0
"Mad for Each Other","","7.9/10","58/100",1,0,0,0
"Typewriter","18+","6.5/10","57/100",1,0,0,0
"Sonic X","16+","6.2/10","57/100",1,1,1,0
"Monthly Girls' Nozaki-kun","7+","7.6/10","57/100",1,0,0,0
"History of Swear Words","18+","6.4/10","57/100",1,0,0,0
"Dolly Parton's Heartstrings","16+","7.6/10","57/100",1,0,0,0
"Arthdal Chronicles","","8.4/10","57/100",1,0,0,0
"Last Chance U: Basketball","18+","8.4/10","57/100",1,0,0,0
"The Next Step","all","6.2/10","57/100",1,0,0,0
"The Bride of the Water God","","6.9/10","57/100",1,0,0,0
"Midnight Diner: Tokyo Stories","16+","8.4/10","57/100",1,0,0,0
"Immigration Nation","16+","7.4/10","57/100",1,0,0,0
"My Unorthodox Life","","4.9/10","57/100",1,0,0,0
"The Barrier","16+","6.8/10","57/100",1,0,0,0
"Cannon Busters","18+","6.8/10","57/100",1,0,0,0
"Something in the Rain","7+","8.1/10","57/100",1,0,0,0
"Haters Back Off","7+","6.0/10","57/100",1,0,0,0
"Young Wallander","18+","6.8/10","57/100",1,0,0,0
"Toy Boy","18+","6.4/10","57/100",1,0,0,0
"Aunty Donna's Big Ol' House of Fun","","8.0/10","57/100",1,0,0,0
"Jack Whitehall: Travels with My Father","18+","7.7/10","57/100",1,0,0,0
"Sofia the First","all","6.9/10","57/100",1,0,0,0
"Money, Explained","","6.9/10","57/100",1,0,0,0
"The Joel McHale Show with Joel McHale","18+","7.2/10","57/100",1,0,0,0
"America's Book of Secrets","7+","6.8/10","57/100",1,1,0,0
"The World's Most Amazing Vacation Rentals","","6.6/10","57/100",1,0,0,0
"Kiss Me First","18+","6.3/10","57/100",1,0,0,0
"A Very Secret Service","18+","7.8/10","57/100",1,0,0,0
"Sexy Beasts","","4.7/10","57/100",1,0,0,0
"Scissor Seven","7+","8.3/10","57/100",1,0,0,0
"Summertime","18+","5.5/10","57/100",1,1,0,0
"Turn Up Charlie","","7.1/10","57/100",1,0,0,0
"The K2","16+","7.8/10","57/100",1,0,0,0
"The King's Avatar","7+","7.7/10","57/100",1,0,0,0
"Prison Playbook","","8.4/10","57/100",1,0,0,0
"The Twelve","16+","7.5/10","57/100",1,0,0,0
"Vanished 46","16+","8.4/10","57/100",1,0,0,0
"Valor","16+","6.0/10","57/100",1,0,0,0
"Northern Rescue","16+","7.1/10","57/100",1,0,0,0
"Equinox","18+","6.1/10","57/100",1,0,0,0
"Oggy and the Cockroaches","all","7.3/10","57/100",1,0,0,0
"Code Lyoko","7+","7.3/10","57/100",1,0,0,0
"Champions","16+","6.1/10","57/100",1,1,0,0
"Winx Club","all","6.2/10","57/100",1,0,0,0
"Dragons: Race to the Edge","7+","8.3/10","57/100",1,0,0,0
"Age of Samurai: Battle for Japan","","7.4/10","56/100",1,0,0,0
"Vexed","7+","7.3/10","56/100",1,0,0,0
"Family Business","16+","7.4/10","56/100",1,0,0,0
"Strangers From Hell","","7.9/10","56/100",1,0,0,0
"BUNK'D","all","5.4/10","56/100",1,0,0,0
"Cathedral of the Sea","16+","7.5/10","56/100",1,0,0,0
"Iris","","7.9/10","56/100",1,0,0,0
"Man to Man","","7.4/10","56/100",1,0,0,0
"History 101","7+","6.8/10","56/100",1,0,0,0
"Cat People","","6.3/10","56/100",1,0,0,0
"Cinderella and Four Knights","","7.3/10","56/100",1,0,0,0
"The Big Flower Fight","","7.4/10","56/100",1,0,0,0
"Cooked","7+","8.1/10","56/100",1,0,0,0
"Monarca","18+","7.9/10","56/100",1,0,0,0
"Indian Matchmaking","16+","6.2/10","56/100",1,0,0,0
"Perfume","18+","7.1/10","56/100",1,0,0,0
"Avlu","18+","7.2/10","56/100",1,0,0,0
"Wild District","18+","8.3/10","56/100",1,0,0,0
"Magic for Humans","16+","7.2/10","56/100",1,0,0,0
"50M2","18+","7.0/10","56/100",1,0,0,0
"Mako Mermaids: An H2O Adventure","all","6.8/10","56/100",1,0,0,0
"Extracurricular","18+","7.7/10","56/100",1,0,0,0
"Tunnel","16+","8.3/10","56/100",1,0,0,0
"Marseille","18+","6.9/10","56/100",1,0,0,0
"Elite Short Stories: Nadia Guzmán","18+","6.4/10","56/100",1,0,0,0
"The World's Most Extraordinary Homes","","7.6/10","56/100",1,0,0,0
"The Rise of Phoenixes","7+","8.6/10","56/100",1,0,0,0
"Wakfu","7+","8.2/10","56/100",1,0,0,0
"H","","7.4/10","56/100",1,0,0,0
"The War Next-door","","5.7/10","56/100",1,0,0,0
"How to Fix a Drug Scandal","18+","7.0/10","56/100",1,0,0,0
"Betaal","18+","5.4/10","56/100",1,0,0,0
"Sin Senos Sí Hay Paraíso","16+","6.7/10","56/100",1,0,0,0
"Japan Sinks: 2020","18+","6.4/10","56/100",1,0,0,0
"Run On","","7.6/10","56/100",1,0,0,0
"Girlfriends","7+","7.2/10","56/100",1,0,0,0
"Mobile Suit Gundam: Iron-Blooded Orphans","18+","7.9/10","56/100",1,0,0,0
"Curon","18+","5.8/10","56/100",1,0,0,0
"The Method","18+","7.4/10","56/100",1,0,0,0
"Amend: The Fight for America","18+","7.9/10","56/100",1,0,0,0
"Reply 1997","","8.1/10","56/100",1,0,0,0
"The Crew","16+","6.6/10","56/100",1,0,0,0
"Sex Explained","18+","6.9/10","56/100",1,0,0,0
"Unauthorized Living","18+","7.5/10","56/100",1,0,0,0
"James Acaster: Repertoire","18+","8.5/10","56/100",1,0,0,0
"Blood & Water","18+","6.4/10","56/100",1,0,0,0
"Adventures of Sonic the Hedgehog","7+","6.2/10","55/100",1,0,0,0
"Tales by Light","","8.3/10","55/100",1,0,0,0
"Tiny Pretty Things","","5.9/10","55/100",1,0,0,0
"Rust Valley Restorers","16+","7.8/10","55/100",1,0,0,0
"Immortals","7+","5.3/10","55/100",1,0,0,0
"Cheese in the Trap","16+","7.4/10","55/100",1,0,0,0
"Terrace House: Boys & Girls in the City","7+","8.1/10","55/100",1,0,0,0
"When the Camellia Blooms","","8.0/10","55/100",1,0,0,0
"My Secret Romance","16+","7.1/10","55/100",1,0,0,0
"Marlon","7+","7.1/10","55/100",1,1,0,0
"The Bonfire of Destiny","16+","7.7/10","55/100",1,0,0,0
"100 Days My Prince","16+","7.7/10","55/100",1,0,0,0
"Let's Eat","16+","7.7/10","55/100",1,0,0,0
"Kung Fu Panda: Legends of Awesomeness","7+","6.8/10","55/100",1,0,0,0
"Crime Scene: The Vanishing at the Cecil Hotel","","5.9/10","55/100",1,0,0,0
"PJ Masks","all","5.5/10","55/100",1,0,0,1
"Incomplete Life","16+","8.6/10","55/100",1,0,0,0
"Fabulous Lives of Bollywood Wives","","4.7/10","55/100",1,0,0,0
"When Heroes Fly","7+","7.2/10","55/100",1,0,0,0
"The Last O.G.","7+","6.9/10","55/100",1,0,0,0
"Romance is a Bonus Book","","8.1/10","55/100",1,0,0,0
"DC Super Hero Girls","7+","7.1/10","55/100",1,0,0,0
"Wheel of Fortune","all","6.7/10","55/100",1,0,0,0
"Chelsea Does","18+","7.2/10","55/100",1,0,0,0
"Girlfriends' Guide to Divorce","16+","6.9/10","55/100",1,0,0,0
"Daniel Sloss: Live Shows","18+","8.6/10","55/100",1,0,0,0
"Case","16+","7.1/10","55/100",1,0,0,0
"Always a Witch","16+","6.2/10","55/100",1,0,0,0
"You vs. Wild","","7.0/10","55/100",1,0,0,0
"The Boulet Brothers' Dragula","18+","7.9/10","55/100",1,0,0,0
"Lovestruck in the City","16+","7.8/10","55/100",1,0,0,0
"Navillera","","8.8/10","55/100",1,0,0,0
"Bitter Daisies","18+","7.2/10","55/100",1,0,0,0
"Selection Day","16+","7.4/10","55/100",1,0,0,0
"Bring It On, Ghost","16+","7.6/10","55/100",1,0,0,0
"The Standups","","6.7/10","55/100",1,0,0,0
"(The Hook Up Plan)","16+","7.2/10","55/100",1,0,0,0
"Because This Is My First Life","16+","8.1/10","55/100",1,0,0,0
"The Indian Detective","","6.5/10","55/100",1,0,0,0
"Medal of Honor","16+","8.4/10","55/100",1,0,1,0
"Heaven Official's Blessing","","8.4/10","55/100",1,0,0,0
"Who Killed Little Gregory?","","7.4/10","55/100",1,0,0,0
"Coronavirus, Explained","7+","7.6/10","55/100",1,0,0,0
"Teen Mom 2","7+","4.3/10","55/100",1,0,1,0
"Vientos de agua","","8.8/10","55/100",1,0,0,0
"Kantaro: The Sweet Tooth Salaryman","7+","7.5/10","55/100",1,0,0,0
"Al Hayba","7+","7.4/10","55/100",1,0,0,0
"Somewhere Between","16+","6.3/10","55/100",1,0,0,0
"Selling Sunset","18+","6.3/10","55/100",1,0,0,0
"Trailer Park Boys: The Animated Series","18+","7.5/10","55/100",1,0,0,0
"Ultraviolet","18+","7.0/10","55/100",1,1,0,0
"Ultraman","16+","6.9/10","54/100",1,0,0,0
"No Good Nick","7+","6.0/10","54/100",1,0,0,0
"Intersection","","6.6/10","54/100",1,0,1,0
"Daughter From Another Mother","18+","7.4/10","54/100",1,0,0,0
"Tiny House Nation","7+","7.1/10","54/100",1,0,0,0
"High-Rise Invasion","18+","6.7/10","54/100",1,0,0,0
"Mystic Pop-up Bar","16+","8.0/10","54/100",1,0,0,0
"The Inmate","","7.0/10","54/100",1,0,0,0
"Glow Up: Britain's Next Make-Up Star","16+","6.7/10","54/100",1,0,0,0
"Falsa Identidad","16+","7.1/10","54/100",1,0,0,0
"A Perfect Crime","","7.3/10","54/100",1,0,0,0
"Alien Worlds","7+","6.5/10","54/100",1,0,0,0
"Barbie: Life in the Dreamhouse","all","7.4/10","54/100",1,0,0,0
"Freud","18+","6.5/10","54/100",1,0,0,0
"Carmel: Who Killed Maria Marta?","","7.1/10","54/100",1,0,0,0
"Get Even","","6.5/10","54/100",1,0,0,0
"God Eater","16+","7.0/10","54/100",1,0,0,0
"El Dragón: Return of a Warrior","18+","7.0/10","54/100",1,0,0,0
"Netflix Presents: The Characters","18+","5.4/10","54/100",1,0,0,0
"Jamtara - Sabka Number Ayega","","7.3/10","54/100",1,0,0,0
"Vampires","18+","5.6/10","54/100",1,0,0,0
"Zindagi inShort","","7.2/10","54/100",1,0,0,0
"#blackAF","18+","6.8/10","54/100",1,0,0,0
"Ever After High","all","8.0/10","54/100",1,0,0,0
"Sirius the Jaeger","16+","6.8/10","54/100",1,0,0,0
"Eternal Love","7+","8.3/10","54/100",1,0,0,0
"Murder Mountain","16+","6.9/10","54/100",1,0,0,0
"EastSiders","","6.9/10","54/100",1,0,0,0
"Dope","16+","7.3/10","54/100",1,0,0,0
"Troy: Fall of a City","18+","3.8/10","54/100",1,0,0,0
"Surviving Escobar - Alias JJ","18+","7.9/10","54/100",1,0,0,0
"Transfers","","7.3/10","54/100",1,0,0,0
